ID,NAME,HEIGHT,WEIGHT,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
4480,Robert Werdann,11-Jun,250lb,47,0,5.8,0.8,2.1,0.378,0,0,0,0.8,2.1,0.381,0.378,0.6,1,0.574,0.7,1.1,1.7,0.2,0.3,0.2,0.4,1.4,2.1
4481,Ray Wertis,11-May,0,68,,,1.4,6.4,0.21,,,,1.4,6.4,0.21,0.21,0.9,1.5,0.59,,,,0.7,,,,1.4,3.6
4482,David Wesley,Jun-00,190lb,949,796,31.9,4.5,10.6,0.424,1.2,3.2,0.368,3.3,7.3,0.448,0.48,2.3,3,0.786,0.6,2,2.5,4.4,1.3,0.2,1.9,2.4,12.5
4483,Walt Wesley,11-Jun,220lb,590,,17.5,3.4,7.8,0.434,,,,3.4,7.8,0.434,0.434,1.7,2.7,0.63,1,1.4,5.5,0.7,0.2,0.3,,2.5,8.5
4484,David West,9-Jun,250lb,916,742,30.1,5.9,12,0.492,0.1,0.2,0.255,5.8,11.7,0.496,0.494,2.7,3.3,0.818,1.8,4.9,6.8,2.2,0.8,0.8,1.7,2.4,14.5
4485,Delonte West,4-Jun,180lb,432,258,27.4,3.7,8.3,0.448,0.9,2.3,0.372,2.8,5.9,0.479,0.501,1.4,1.7,0.826,0.5,2.4,2.9,3.6,1.1,0.4,1.6,1.9,9.7
4486,Doug West,6-Jun,200lb,676,379,24.6,3.9,8.1,0.481,0.1,0.3,0.191,3.8,7.8,0.491,0.484,1.7,2.2,0.801,0.8,1.7,2.5,1.9,0.7,0.3,1.2,2.8,9.6
4487,Jerry West,2-Jun,175lb,932,,39.2,9.7,20.4,0.474,,,,9.7,20.4,0.474,0.474,7.7,9.4,0.814,1,2.8,5.8,6.7,2.6,0.7,,2.6,27
4488,Mario West,5-Jun,210lb,162,9,4.9,0.3,0.8,0.448,0,0.1,0.2,0.3,0.7,0.47,0.456,0.2,0.4,0.563,0.4,0.5,0.9,0.3,0.3,0,0.2,0.8,1
4489,Mark West,10-Jun,230lb,1090,548,18.5,2.3,4,0.58,0,0,0,2.3,4,0.581,0.58,1.1,1.9,0.568,1.6,3.3,4.9,0.4,0.3,1.3,1.1,2.9,5.7
4490,Roland West,4-Jun,178lb,4,,3.5,0.5,1.3,0.4,,,,0.5,1.3,0.4,0.4,0,0,,,,1.3,0,,,,0.8,1
