ID,NAME,G,MP,FG,FGA,FG%,2P,2PA,2P%,3P,3PA,3P%,FT,FTA,FT%,TRB,AST,STL,BLK,TOV,PF,PTS
266,Jake Davalli,18,,0.4,1.4,0.269,0.2,0.8,0.286,0.2,0.7,0.25,0.1,0.1,0.5,0.5,0.2,0.1,0.1,,,1
267,Josh Davalli,49,,2.2,5,0.439,1.5,3.1,0.493,0.7,1.9,0.351,1.6,2.1,0.75,3.6,1.7,1.1,0.4,,,6.6
268,Blake Davenport,3,,0,0,,0,0,,0,0,,0,0,,0,0,0,0,,,0
269,Bobby Davenport,86,,1.4,2.5,0.539,1.3,2.5,0.545,0,0,,0.8,1.3,0.642,3.2,0.5,0.3,0.5,,,3.5
270,Brandon Davenport,26,,2.1,5.8,0.364,1.7,4.2,0.407,0.4,1.7,0.256,1.8,2.2,0.839,1.2,2.1,0.5,0,,,6.5
271,Chris Davenport,108,25.6,3.6,7,0.521,3,5,0.59,0.7,1.9,0.341,2.3,3.2,0.724,6.3,2.5,0.7,1.2,2.8,2.7,10.2
272,Chris Davenport,10,14.7,1.8,4.6,0.391,1.7,4.5,0.378,0.1,0.1,1,1.6,2.8,0.571,2.7,0,0.7,0.2,1.4,2.7,5.3
273,Derrick Davenport,62,,4.5,9.6,0.468,4.5,9.5,0.472,0,0.1,0.222,3.6,4.7,0.763,6.6,0.9,1,2.7,,,12.6
274,Donald Davenport,49,,1.3,3.3,0.393,1.2,3.1,0.395,0.1,0.2,0.364,1.1,1.9,0.587,3.5,0.7,0.3,0,,,3.8
275,J.J. Davenport,52,9.8,1.2,2.7,0.457,1.2,2.6,0.467,0,0.1,0,1.1,1.5,0.731,2.7,0.3,0.1,0,0.6,1.6,3.6
276,Jess Davenport,1,,0,1,0,0,0,,0,1,0,0,0,,0,0,0,0,,,0
277,Joe Dean Davenport,15,,0.5,1.1,0.5,0.5,1.1,0.5,0,0,,0.3,0.5,0.714,1.2,0.1,0.3,0.5,,,1.4
