Simple_PER,name,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Simple_PER
5.143,Shabazz Muhammad,176,13,17.9,3.5,7.4,0.469,0.4,1.3,0.305,3.1,6.1,0.506,0.497,2,2.6,0.742,1.2,1.8,2.9,0.6,0.3,0.1,0.8,1.1,9.4,5.143
0.415,Joe Mullaney,37,0,0,0.2,1.9,0.129,0,0,0,0.2,1.9,0.129,0.129,0.3,0.4,0.8,0,0,0,1.4,0,0,0,0.8,0.8,0.415
-0.585,Bob Mullens,54,0,0,2.3,8.2,0.281,0,0,0,2.3,8.2,0.281,0.281,1.2,1.9,0.627,0,0,0,1,0,0,0,1.7,5.8,-0.585
5.993,Byron Mullens,189,66,18.2,2.9,7.2,0.408,0.6,1.8,0.319,2.4,5.4,0.438,0.448,0.9,1.3,0.706,1.1,3.1,4.2,0.8,0.4,0.5,1,1.8,7.4,5.993
12.547,Chris Mullin,986,822,32.6,6.8,13.4,0.509,0.8,2.2,0.384,6,11.3,0.533,0.54,3.7,4.2,0.865,1,3.1,4.1,3.5,1.6,0.6,2.3,2.1,18.2,12.547
12.215,Jeff Mullins,804,0,30.6,6.7,14.5,0.463,0,0,0,6.7,14.5,0.463,0.463,2.8,3.4,0.814,0.8,1.7,4.3,3.8,0.8,0.2,0,2.7,16.2,12.215
1.27,Todd Mundt,33,0,4.6,0.5,1.2,0.39,0,0,0,0.5,1.2,0.39,0.39,0.2,0.2,0.625,0.3,0.5,0.8,0.1,0.1,0.2,0.1,0.9,1.1,1.27
4.381,Xavier Munford,14,0,17.4,2.3,5.5,0.416,0.6,1.6,0.391,1.6,3.9,0.426,0.474,0.5,1,0.5,0.2,2,2.2,1.6,0.9,0.2,1.1,1.8,5.7,4.381
1.235,Chris Munk,11,0,2.6,0.3,0.6,0.429,0,0,0,0.3,0.6,0.429,0.429,0.6,1.1,0.583,0.5,0.8,1.3,0.1,0.1,0.2,0.5,0.5,1.2,1.235
-1.575,George Munroe,80,0,0,2.4,8.9,0.268,0,0,0,2.4,8.9,0.268,0.268,1.3,2,0.648,0,0,0,0.3,0,0,0,1.4,6.1,-1.575
8.982,Eric Murdock,508,224,23.4,3.7,8.5,0.438,0.6,1.7,0.343,3.1,6.8,0.462,0.473,2.1,2.6,0.786,0.7,1.8,2.5,4.9,1.6,0.1,2,1.9,10.1,8.982
10.275,Gheorghe Muresan,307,207,21.9,4.1,7.2,0.573,0,0,0,4.1,7.2,0.574,0.573,1.6,2.5,0.644,2.1,4.2,6.4,0.5,0.6,1.5,1.5,3.1,9.8,10.275
1.74,Allen Murphy,31,0,8.6,1.4,3.8,0.37,0,0,0,1.4,3.8,0.373,0.37,1,1.4,0.682,0.9,0.8,1.6,0.4,0.3,0.3,0.9,1.8,3.8,1.74
10.038,Calvin Murphy,1002,0,30.5,7.2,15,0.482,0,0.3,0.139,7.2,14.9,0.484,0.483,3.4,3.9,0.892,0.7,1.3,2.1,4.4,1.5,0.1,1.9,3.2,17.9,10.038
-0.595,Dick Murphy,31,0,0,0.5,2.4,0.2,0,0,0,0.5,2.4,0.2,0.2,0.1,0.3,0.444,0,0,0,0.3,0,0,0,0.5,1.1,-0.595
0.316,Erik Murphy,24,0,2.6,0.1,0.5,0.231,0,0.1,0,0.1,0.4,0.3,0.231,0,0,0,0.1,0.3,0.3,0.1,0,0.2,0.1,0.3,0.3,0.316
1.38,Jay Murphy,67,0,6.5,0.9,2.8,0.332,0,0,0,0.9,2.8,0.337,0.332,0.5,0.8,0.607,0.5,1.1,1.7,0.2,0.1,0.1,0.4,0.9,2.4,1.38
-0.32,John Murphy,20,0,0,0.6,2,0.275,0,0,0,0.6,2,0.275,0.275,0.5,0.8,0.667,0,0,0,0,0,0,0,0.4,1.6,-0.32
-0.002,Kevin Murphy,17,0,3.1,0.4,1.6,0.25,0.1,0.3,0.2,0.4,1.4,0.261,0.268,0,0,0,0,0.2,0.2,0.1,0.1,0,0.2,0.2,0.9,-0.002
0.567,Ronnie Murphy,18,0,4.9,0.8,2.7,0.286,0.1,0.2,0.25,0.7,2.5,0.289,0.296,0.4,0.6,0.636,0.3,0.3,0.6,0.3,0.3,0.1,0.4,0.8,2,0.567
7.428,Tod Murphy,191,81,21.3,2.1,4.6,0.454,0.1,0.3,0.29,2,4.2,0.467,0.464,1.3,1.8,0.679,1.8,3.1,4.9,1,0.6,0.5,0.6,2,5.5,7.428
11.347,Troy Murphy,729,482,27.3,3.9,8.8,0.445,0.8,2.2,0.388,3.1,6.6,0.464,0.493,2.1,2.7,0.785,1.9,5.9,7.8,1.5,0.7,0.4,1.2,2.6,10.8,11.347
0.434,Dejounte Murray,11,1,4.2,0.4,1.3,0.286,0.2,0.4,0.5,0.2,0.9,0.2,0.357,0.4,0.7,0.5,0,0.5,0.5,0.7,0,0,0.7,0.6,1.3,0.434
5.724,Jamal Murray,23,3,22.1,3.4,8.9,0.385,1.7,4.4,0.386,1.7,4.5,0.385,0.48,1.4,1.7,0.842,0.6,2.3,2.9,2,0.4,0.3,1.6,1.8,10,5.724
5.54,Ken Murray,181,0,18.4,3,8.9,0.335,0,0,0,3,8.9,0.335,0.335,2.1,2.9,0.747,0,0,3.3,2.7,0,0,0,1.9,8.1,5.54
6.84,Lamond Murray,736,364,25.1,4.3,9.9,0.43,0.7,2,0.36,3.5,7.9,0.447,0.466,2,2.7,0.759,1.3,2.8,4.1,1.3,0.9,0.4,1.6,2,11.3,6.84
5.302,Ronald Murray,487,92,22.7,3.7,9,0.414,0.7,2.2,0.304,3,6.7,0.45,0.452,1.8,2.5,0.725,0.4,1.7,2.1,2.3,0.8,0.2,1.5,1.6,9.9,5.302
5.164,Tracy Murray,659,80,18.4,3.3,7.7,0.43,1.1,2.9,0.388,2.2,4.7,0.457,0.504,1.3,1.5,0.829,0.8,1.7,2.5,0.8,0.5,0.2,0.9,1.7,9,5.164
9.047,Willie Murrell,228,0,29.6,5.5,11.8,0.466,0.1,0.2,0.304,5.4,11.6,0.469,0.468,2.1,2.9,0.719,2,4.5,7.3,1,0,0,1.7,2.8,13.1,9.047
5.51,Dorie Murrey,357,0,12.6,1.7,3.9,0.425,0,0,0,1.7,3.9,0.425,0.425,1.4,2.1,0.679,0,0,4.4,0.6,0,0,0,2.3,4.7,5.51
1.627,Toure' Murry,56,0,7,1,2.4,0.433,0.1,0.2,0.417,0.9,2.2,0.434,0.451,0.4,0.7,0.61,0.3,0.6,0.8,0.9,0.4,0,0.7,0.9,2.6,1.627
5.117,Mike Muscala,143,11,12.5,1.9,3.6,0.518,0.3,0.7,0.365,1.6,2.9,0.557,0.555,0.7,0.8,0.839,0.9,1.7,2.7,0.7,0.3,0.5,0.6,1.4,4.7,5.117
-1.025,Angelo Musi,161,0,0,3.5,11.9,0.29,0,0,0,3.5,11.9,0.29,0.29,1.5,2,0.771,0,0,0,0.7,0,0,0,1.8,8.4,-1.025
3.43,Jerrod Mustaf,179,19,10.6,1.6,3.5,0.449,0,0,0,1.6,3.5,0.45,0.449,0.8,1.3,0.648,0.8,1.7,2.5,0.6,0.3,0.3,0.8,1.3,4,3.43
14.81,Dikembe Mutombo,1196,997,30.8,3.5,6.7,0.518,0,0,0,3.5,6.7,0.518,0.518,2.8,4.1,0.684,3.2,7.1,10.3,1,0.4,2.8,1.8,2.8,9.8,14.81
3.482,Martin Muursepp,83,7,11.5,1.7,3.9,0.425,0.2,0.7,0.323,1.4,3.1,0.45,0.457,1.1,1.7,0.693,1,1.2,2.2,0.6,0.5,0.3,0.6,1.9,4.7,3.482
4.144,Pete Myers,377,100,16,1.8,4.2,0.421,0.1,0.4,0.219,1.7,3.8,0.442,0.431,1.2,1.8,0.668,0.6,1.2,1.8,2.1,0.7,0.2,1.2,1.8,4.8,4.144
1.065,Hamady N'Diaye,33,0,4.8,0.2,0.5,0.467,0,0,0,0.2,0.5,0.467,0.467,0.2,0.4,0.462,0.2,0.5,0.8,0.1,0.1,0.3,0.2,1,0.6,1.065
1.6,Makhtar N'Diaye,4,0,6.8,0.3,1,0.25,0,0,0,0.3,1,0.25,0.25,0.8,1,0.75,0.8,0.5,1.3,0.3,0,0.3,0.3,2.3,1.3,1.6
4.255,Mamadou N'Diaye,69,9,12.4,1.2,2.9,0.427,0,0,0,1.2,2.9,0.429,0.427,1.3,1.8,0.736,1.3,2,3.3,0.1,0.2,0.9,0.6,2.1,3.8,4.255
2.215,Boniface N'Dong,23,1,6.6,1,2.3,0.415,0,0,0,1,2.3,0.423,0.415,0.3,0.4,0.667,0.7,1,1.6,0.3,0.1,0.2,0.3,1,2.2,2.215
0.825,Bob Naber,4,0,2.8,0,1,0,0,0,0,0,1,0,0,0.3,0.5,0.5,0,0,1.3,0.3,0,0,0,1.5,0.3,0.825
3.095,Boris Nachamkin,6,0,9.8,1,3.3,0.3,0,0,0,1,3.3,0.3,0.3,1.3,2.2,0.615,0,0,3.2,0.5,0,0,0,1,3.3,3.095
4.537,Bostjan Nachbar,317,25,17.8,2.3,5.8,0.406,1,2.7,0.375,1.3,3.1,0.433,0.494,1.4,1.8,0.784,0.4,2.2,2.6,0.9,0.4,0.3,0.9,2.2,7.1,4.537
0.505,Jerry Nagel,14,0,0,0.4,2,0.214,0,0,0,0.4,2,0.214,0.214,0.1,0.3,0.25,0,0,0,1.3,0,0,0,0.8,0.9,0.505
1.215,Fritz Nagy,50,0,0,1.9,5.4,0.347,0,0,0,1.9,5.4,0.347,0.347,1.3,1.9,0.67,0,0,0,1.4,0,0,0,1.7,5.1,1.215
5.485,Lee Nailon,306,96,19,3.7,7.7,0.474,0,0,0.111,3.7,7.7,0.475,0.474,1.2,1.6,0.786,1.2,1.8,3.1,1,0.4,0.2,1,1.9,8.6,5.485
6.126,Eduardo Najera,619,85,18.1,1.9,4,0.481,0.2,0.6,0.311,1.8,3.5,0.509,0.503,0.9,1.3,0.671,1.4,2.3,3.7,0.8,0.7,0.4,0.6,2.2,4.9,6.126
16.536,Larry Nance,920,795,33.4,6.9,12.7,0.546,0,0.1,0.145,6.9,12.6,0.548,0.546,3.2,4.2,0.755,2.5,5.5,8,2.6,0.9,2.2,1.9,2.9,17.1,16.536
8.312,Larry Nance Jr.,84,22,20.6,2.7,5,0.542,0,0.2,0.1,2.7,4.8,0.564,0.544,0.6,0.8,0.701,1.6,3.6,5.1,0.8,0.9,0.4,0.6,2,6,8.312
3.501,Shabazz Napier,119,10,14.2,1.4,3.9,0.362,0.7,2.1,0.343,0.7,1.8,0.383,0.453,0.7,0.9,0.743,0.2,1.3,1.5,2,0.6,0,1.1,1,4.2,3.501
0,Paul Napolitano,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.116,Bob Nash,236,0,11.6,2,4.6,0.429,0,0.1,0,2,4.6,0.43,0.429,0.7,1,0.729,1,1.5,2.3,0.7,0.3,0.2,0.9,1.3,4.7,3.116
2.8,Cotton Nash,84,0,13.6,1.8,5.4,0.34,0,0,0,1.8,5.3,0.341,0.34,2,2.5,0.766,0,0,3.3,0.8,0,0,1.3,1.4,5.6,2.8
13.642,Steve Nash,1217,1053,31.3,5.2,10.6,0.49,1.4,3.2,0.428,3.8,7.4,0.518,0.556,2.5,2.8,0.904,0.5,2.5,3,8.5,0.7,0.1,2.9,1.6,14.3,13.642
15.215,Swen Nater,722,7,28.7,5.1,9.6,0.535,0,0,0.1,5.1,9.6,0.536,0.535,2.1,2.9,0.748,3.4,8.2,11.6,1.7,0.5,0.6,2.4,3,12.4,15.215
0.112,Howard Nathan,5,0,3,1,1.8,0.556,0,0.2,0,1,1.6,0.625,0.556,0.6,0.8,0.75,0,0,0,0.4,0.6,0,1.6,0.4,2.6,0.112
12.656,Calvin Natt,599,371,31.4,6.7,12.7,0.528,0,0.1,0.219,6.7,12.5,0.531,0.529,3.8,4.9,0.768,2.3,4.5,6.8,2.2,0.9,0.3,2.1,2.3,17.2,12.656
1.292,Kenny Natt,49,0,7.9,1.3,3.2,0.417,0,0.2,0.2,1.3,3,0.432,0.423,0.4,0.6,0.621,0.3,0.5,0.8,0.8,0.2,0,0.7,1.2,3.1,1.292
12.165,Willie Naulls,716,0,28.8,6.3,15.6,0.406,0,0,0,6.3,15.6,0.406,0.406,3.1,3.9,0.812,0,0,9.1,1.6,0,0,0,3.1,15.8,12.165
6.103,Juan Carlos Navarro,82,30,25.8,3.8,9.3,0.402,1.9,5.3,0.361,1.9,4.1,0.455,0.504,1.5,1.8,0.849,0.4,2.1,2.6,2.2,0.6,0,1.6,1.1,10.9,6.103
2.232,Maurice Ndour,11,0,8.4,0.8,1.9,0.429,0,0.2,0,0.8,1.7,0.474,0.429,0.5,0.5,0.833,0.3,1.1,1.4,0.1,0.4,0.2,0.2,1,2.1,2.232
2.507,Craig Neal,63,0,9.9,0.9,2.5,0.373,0.2,0.7,0.302,0.7,1.8,0.4,0.415,0.4,0.7,0.6,0.1,0.6,0.7,2.5,0.4,0.1,1.2,1.5,2.5,2.507
5.269,Gary Neal,350,31,21.4,3.6,8.6,0.423,1.3,3.4,0.383,2.3,5.2,0.45,0.499,1.3,1.5,0.849,0.2,1.9,2.2,1.6,0.4,0,1,1.5,9.9,5.269
3.315,Jim Neal,80,0,13.7,1.6,5.4,0.301,0,0,0,1.6,5.4,0.301,0.301,1.2,1.9,0.601,0,0,3.8,0.4,0,0,0,2,4.4,3.315
11.2,Lloyd Neal,435,0,25.3,4.6,9.4,0.485,0,0,0,4.6,9.4,0.485,0.485,2,3,0.672,1.9,4.9,7.7,1.5,0.5,0.9,1.6,2.9,11.1,11.2
5.062,Ed Nealy,540,78,12.6,1,2.1,0.498,0.1,0.2,0.292,1,1.8,0.525,0.515,0.6,0.8,0.684,1.1,2.2,3.3,0.7,0.5,0.1,0.4,1.7,2.7,5.062
0.058,Nemanja Nedovic,24,0,5.9,0.3,1.6,0.205,0.1,0.8,0.167,0.2,0.9,0.238,0.244,0.3,0.3,0.875,0.1,0.5,0.6,0.5,0,0,0.5,0.5,1.1,0.058
-1.78,Al Negratti,11,0,0,1.2,6.3,0.188,0,0,0,1.2,6.3,0.188,0.188,0.5,0.7,0.625,0,0,0,0.5,0,0,0,1.8,2.8,-1.78
0.965,Barry Nelson,28,0,3.6,0.5,1.3,0.417,0,0,0,0.5,1.3,0.417,0.417,0.2,0.4,0.5,0,0,0.7,0.3,0,0,0,0.8,1.3,0.965
2.692,DeMarcus Nelson,13,5,13.2,1.8,4.2,0.444,0,0.2,0,1.8,3.9,0.471,0.444,0.4,1.1,0.357,0.5,1.4,1.8,1,0.7,0.2,1.2,1.8,4.1,2.692
8.66,Don Nelson,1053,0,20.6,3.8,8,0.48,0,0,0,3.8,8,0.48,0.48,2.7,3.6,0.765,1.2,3.1,4.9,1.4,0.3,0.1,0,2.3,10.3,8.66
9.581,Jameer Nelson,776,606,28.5,4.5,10.4,0.437,1.3,3.6,0.368,3.2,6.7,0.475,0.502,1.5,1.8,0.812,0.5,2.5,3,5.2,0.9,0.1,2.2,2.6,11.9,9.581
5.115,Louie Nelson,224,0,22.1,3.7,8.4,0.437,0,0,0,3.7,8.4,0.437,0.437,2.1,2.9,0.738,0.9,1.5,2.4,1.9,0.9,0.1,1.5,2,9.4,5.115
1.156,Ron Nelson,59,0,8.3,1.2,2.9,0.419,0,0.1,0.333,1.2,2.9,0.42,0.422,0.7,0.9,0.759,0.3,0.6,0.9,0.8,0,0,0.8,1.6,3.2,1.156
3.121,Ruben Nembhard,10,0,11.3,1.6,3.7,0.432,0,0.6,0,1.6,3.1,0.516,0.432,0.8,1,0.8,0.3,0.5,0.8,1.7,0.9,0,0.8,1.2,4,3.121
2.286,Dick Nemelka,39,0,12.9,2.1,5.5,0.385,0.5,1.6,0.323,1.6,3.9,0.411,0.432,0.8,1.3,0.653,0.6,0.9,1.5,1.5,0,0,1.1,1.5,5.5,2.286
6.744,Tyrone Nesby,255,118,26.1,3.6,8.9,0.404,0.7,2.4,0.316,2.9,6.5,0.436,0.446,1.6,2.1,0.772,1.2,2.5,3.7,1.5,1,0.4,1.1,2.6,9.5,6.744
2.34,Martin Nessley,44,0,7.6,0.5,1.2,0.385,0,0,0,0.5,1.2,0.385,0.385,0.2,0.4,0.444,0.5,1.3,1.9,0.4,0.2,0.3,0.5,2,1.1,2.34
8.455,Rasho Nesterovic,811,595,22.2,3.2,6.3,0.502,0,0,0.077,3.2,6.3,0.503,0.502,0.5,0.8,0.585,1.9,3.2,5.1,1,0.4,1.2,0.9,2.7,6.8,8.455
3.793,Raul Neto,91,53,16.9,2.1,4.7,0.433,0.7,1.8,0.401,1.3,2.9,0.453,0.51,0.6,0.8,0.746,0.2,1.2,1.4,1.9,0.7,0,1.3,1.4,5.4,3.793
12.121,Bob Netolicky,618,0,33.3,6.6,13.3,0.492,0,0.1,0.194,6.5,13.2,0.494,0.493,2.8,4.3,0.661,3.4,5.5,8.9,1.4,0.3,0.4,1.9,2.2,16,12.121
5.959,Johnny Neumann,455,0,23,5.3,12.2,0.433,0.4,1.4,0.269,5,11,0.451,0.446,2.3,3.1,0.764,1.3,1.4,2.7,3,0.8,0.2,2.8,3,13.2,5.959
7.995,Paul Neumann,451,0,24.4,4.1,9.2,0.442,0,0,0,4.1,9.2,0.442,0.442,3,3.7,0.799,0,0,2.9,3.2,0,0,0,2.9,11.1,7.995
1.885,Chuck Nevitt,155,0,5.3,0.6,1.5,0.438,0,0,0,0.6,1.5,0.438,0.438,0.3,0.6,0.589,0.5,1,1.5,0.1,0.1,0.7,0.5,1.4,1.6,1.885
2.162,Melvin Newbern,33,1,9.4,1.3,3.4,0.372,0,0.2,0.125,1.2,3.2,0.39,0.376,1,1.8,0.567,0.6,0.5,1.1,1.7,0.7,0,1,1.3,3.6,2.162
3.03,Ivano Newbill,134,4,10.7,0.6,1.4,0.394,0,0,1,0.6,1.4,0.391,0.396,0.3,0.8,0.433,1,1.6,2.6,0.4,0.4,0.2,0.5,1.6,1.5,3.03
4.462,Ira Newble,380,197,20.1,2.1,4.6,0.446,0.2,0.7,0.341,1.8,4,0.463,0.47,0.7,1,0.778,1.1,1.9,2.9,0.9,0.5,0.3,0.8,1.8,5.1,4.462
8.954,Mike Newlin,837,32,29.4,5.6,12.1,0.466,0.3,0.9,0.302,5.6,11.9,0.469,0.469,3.6,4.1,0.87,0.8,2,3,4,1,0.1,2.5,3,14.9,8.954
5.73,Johnny Newman,1159,512,24.5,3.8,8.3,0.461,0.5,1.5,0.336,3.3,6.8,0.489,0.492,2.8,3.4,0.81,0.8,1.4,2.2,1.5,0.9,0.2,1.4,2.8,11,5.73
3.66,Dave Newmark,176,0,12.7,2.3,5.6,0.42,0,0,0,2.3,5.6,0.42,0.42,1,1.6,0.649,1.5,3.6,3.9,0.7,0,0,1.3,2.4,5.7,3.66
2.126,Bill Newton,35,0,5.4,0.9,2,0.437,0,0.1,0.5,0.9,2,0.435,0.444,0.3,0.6,0.5,0.6,1.2,1.9,0.4,0.2,0,0.5,1.5,2.1,2.126
0.323,Georges Niang,13,0,5.5,0.3,2.1,0.148,0.1,0.8,0.1,0.2,1.3,0.176,0.167,0.2,0.2,1,0.2,0.8,1,0.4,0.1,0,0.3,0.4,0.8,0.323
0.388,Demetris Nichols,18,0,3.2,0.5,1.8,0.281,0.2,0.8,0.2,0.3,0.9,0.353,0.328,0.1,0.1,0.5,0,0.4,0.4,0.1,0,0.2,0.2,0.3,1.2,0.388
8.945,Jack Nichols,505,0,26.9,4,10.9,0.368,0,0,0,4,10.9,0.368,0.368,2.4,3.2,0.752,0,0,6.9,1.9,0,0,0,3,10.4,8.945
4.66,Andrew Nicholson,262,36,14.8,2.6,5.6,0.471,0.3,1,0.327,2.3,4.6,0.501,0.499,0.7,1,0.772,0.7,2.4,3.1,0.5,0.2,0.4,0.8,1.6,6.3,4.66
2.235,Gaylon Nickerson,4,0,10.5,1,3,0.333,0,0.5,0,1,2.5,0.4,0.333,1.8,1.8,1,0.3,1,1.3,0.3,0.3,0.3,0.3,0.3,3.8,2.235
3.731,Carl Nicks,156,3,16.5,2.9,6.2,0.462,0,0.1,0,2.9,6.2,0.467,0.462,1.1,1.9,0.57,0.7,1.2,1.9,1.6,0.8,0,1.5,2.2,6.8,3.731
6.395,Rich Niemann,187,0,15.6,2.7,5.6,0.476,0,0,0,2.7,5.6,0.476,0.476,1.2,1.7,0.735,2,4.6,5.8,0.8,0,0,1.5,2.7,6.6,6.395
1.785,Richie Niemiera,115,0,0,2,5.9,0.33,0,0,0,2,5.9,0.33,0.33,2.1,2.6,0.776,0,0,0,1.8,0,0,0,1.7,6,1.785
0.746,Mike Niles,44,0,5.3,1.1,3.1,0.348,0,0.1,0.5,1,3,0.343,0.355,0.4,0.8,0.459,0.6,0.7,1.3,0.3,0.2,0,0.6,0.9,2.6,0.746
7.29,Kurt Nimphius,564,210,20.3,2.6,5.3,0.487,0,0,0.1,2.6,5.3,0.489,0.487,1.2,1.9,0.668,1.6,2.8,4.4,1.2,0.3,1.2,1,2.9,6.4,7.29
1.48,Dyron Nix,20,0,5.5,0.7,2,0.359,0,0,0,0.7,2,0.359,0.359,0.6,0.8,0.688,0.4,0.9,1.3,0.3,0.2,0.1,0.4,0.8,2,1.48
13.006,Norm Nixon,768,416,35.5,6.8,14.1,0.483,0.2,0.6,0.294,6.7,13.6,0.489,0.488,2,2.6,0.772,0.6,2,2.6,8.3,1.5,0.1,3.1,2.6,15.7,13.006
14.66,Joakim Noah,590,483,29.2,3.5,7.1,0.49,0,0,0,3.5,7.1,0.492,0.49,2.2,3.1,0.704,3.3,6,9.4,3,0.8,1.4,1.8,2.9,9.2,14.66
5.43,Chuck Noble,411,0,22.4,3.3,9.6,0.346,0,0,0,3.3,9.6,0.346,0.346,1.3,1.8,0.731,0,0,2.6,3.3,0,0,0,2.7,8,5.43
7.201,Andres Nocioni,514,203,23.4,3.8,8.7,0.431,1.1,3.1,0.373,2.6,5.6,0.463,0.497,1.9,2.3,0.799,0.7,3.8,4.5,1.2,0.4,0.4,1.4,2.7,10.5,7.201
3.088,David Noel,68,0,11.6,1,2.6,0.367,0.3,0.8,0.321,0.7,1.8,0.387,0.415,0.5,0.6,0.86,0.6,1.2,1.8,1,0.4,0.1,0.6,1.1,2.7,3.088
13.195,Nerlens Noel,142,133,30.1,4.3,8.7,0.49,0,0,0.5,4.3,8.7,0.49,0.491,1.9,3.2,0.6,2.4,5.7,8.1,1.8,1.8,1.7,2.1,2.8,10.5,13.195
1.385,Paul Noel,201,0,4,1.3,4.4,0.291,0,0,0,1.3,4.4,0.291,0.291,0.7,1.1,0.636,0,0,1.4,0.7,0,0,0,1.6,3.3,1.385
4.746,Lucas Nogueira,51,1,10.7,1.3,1.9,0.674,0,0.1,0.333,1.2,1.8,0.685,0.679,0.5,0.8,0.625,0.9,1.6,2.5,0.4,0.6,0.8,0.5,1.5,3,4.746
-0.75,Jim Nolan,5,0,0,0.8,4.2,0.19,0,0,0,0.8,4.2,0.19,0.19,0,0,0,0,0,0,0.8,0,0,0,2.8,1.6,-0.75
0.25,Paul Nolen,1,0,2,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0.25
1.195,Jeff Nordgaard,13,0,3.7,0.4,1.4,0.278,0,0,0,0.4,1.4,0.278,0.278,0.6,0.7,0.889,0.3,0.8,1.1,0.2,0.2,0,0.2,0.5,1.4,1.195
4.8,Bevo Nordmann,133,0,12.2,1.8,3.9,0.459,0,0,0,1.8,3.9,0.459,0.459,0.7,1.5,0.49,0,0,3.9,0.5,0,0,0,2.2,4.3,4.8
1.19,Johnny Norlander,217,0,0,3,9.2,0.329,0,0,0,3,9.2,0.329,0.329,2.3,3.4,0.677,0,0,1,1,0,0,0,2,8.3,1.19
2.775,Connie Norman,99,0,12.3,2.8,6.4,0.439,0,0,0,2.8,6.4,0.439,0.439,0.4,0.5,0.82,0.7,0.8,1.5,0.9,0.4,0.1,1,1.3,6,2.775
10.656,Ken Norman,646,441,29.4,5.8,11.9,0.486,0.4,1.1,0.312,5.4,10.8,0.504,0.501,1.6,2.8,0.567,2.1,4,6.1,2.1,0.8,0.7,1.8,2.3,13.5,10.656
4.425,Audie Norris,187,14,13.8,1.5,3,0.511,0,0,0,1.5,2.9,0.514,0.511,1.4,2,0.662,1.1,2,3.1,0.8,0.5,0.4,1.3,2.7,4.4,4.425
5.029,Moochie Norris,445,35,17.2,1.8,4.6,0.401,0.3,0.9,0.286,1.6,3.7,0.43,0.43,1.2,1.6,0.74,0.5,1.5,2,2.8,0.7,0,1.2,1.1,5.1,5.029
2.965,Sylvester Norris,17,0,11.1,1.1,2.5,0.419,0,0,0,1.1,2.5,0.419,0.419,0.2,0.4,0.667,0.6,1.9,2.5,0.4,0.2,0.7,1.1,2.4,2.4,2.965
5.16,Willie Norwood,430,0,17.1,2.8,5.8,0.488,0,0,0,2.8,5.8,0.488,0.488,1.8,2.6,0.697,1.4,2.1,3.7,0.8,0.8,0.1,1.6,2.4,7.5,5.16
-1.045,George Nostrand,221,0,0,3.1,10.1,0.305,0,0,0,3.1,10.1,0.305,0.305,2,3.8,0.538,0,0,0,0.8,0,0,0,2.6,8.2,-1.045
-1.025,Stan Noszka,110,0,0,2.3,8.3,0.28,0,0,0,2.3,8.3,0.28,0.28,1.3,2,0.667,0,0,0,0.6,0,0,0,2.5,6,-1.025
1.14,Mike Novak,125,0,4.8,1.3,4.2,0.31,0,0,0,1.3,4.2,0.31,0.31,0.8,1.4,0.566,0,0,0.4,1.4,0,0,0,2.7,3.4,1.14
3.134,Steve Novak,461,6,12.2,1.6,3.7,0.438,1.2,2.9,0.431,0.4,0.8,0.462,0.605,0.2,0.2,0.877,0.1,1.1,1.3,0.3,0.2,0.1,0.2,0.8,4.7,3.134
3.229,Mel Nowell,115,0,18.6,3.2,8,0.398,0.1,0.4,0.281,3.1,7.7,0.403,0.403,1.9,2.4,0.803,0,0,2.3,2.1,0,0,1.9,2.4,8.4,3.229
16.043,Dirk Nowitzki,1345,1314,35.2,7.7,16.3,0.474,1.3,3.3,0.381,6.5,13,0.497,0.513,5.2,5.9,0.879,1.1,6.8,7.9,2.5,0.8,0.9,1.8,2.4,22,16.043
2.349,James Nunnally,13,0,12.7,1.2,3.5,0.326,0.6,1.9,0.32,0.5,1.6,0.333,0.413,0.5,0.7,0.667,0.1,1.4,1.5,0.6,0.5,0.2,0.5,0.8,3.4,2.349
8.5,Jusuf Nurkic,117,53,18.3,3.1,6.9,0.455,0,0,0,3.1,6.9,0.458,0.455,1.5,2.5,0.6,2.2,4,6.2,1.1,0.8,1.2,1.7,3,7.8,8.5
1.152,Dennis Nutt,25,0,3.6,0.6,1.6,0.4,0.2,0.7,0.294,0.4,0.9,0.478,0.463,0.8,0.9,0.909,0,0.3,0.3,0.6,0.3,0,0.4,0.2,2.3,1.152
0.845,Julius Nwosu,23,0,3.7,0.4,1.2,0.321,0,0,0,0.4,1.2,0.321,0.321,0.6,0.7,0.765,0.5,0.6,1,0.1,0,0.1,0.4,0.9,1.3,0.845
2.016,Charles O'Bannon,48,1,8.3,1,2.6,0.4,0,0.1,0,1,2.5,0.413,0.4,0.4,0.5,0.87,0.7,0.7,1.4,0.6,0.2,0.1,0.4,0.8,2.5,2.016
3.52,Ed O'Bannon,128,34,16.1,1.9,5.3,0.367,0.2,1,0.222,1.7,4.3,0.4,0.387,0.8,1.1,0.755,0.9,1.6,2.5,0.8,0.6,0.2,0.6,1.5,5,3.52
2.39,John O'Boyle,5,0,19.4,1.6,5.2,0.308,0,0,0,1.6,5.2,0.308,0.308,1,1.4,0.714,0,0,2,1,0,0,0,4,4.2,2.39
