ID,NAME,HEIGHT,WEIGHT,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
1177,Nick Fazekas,11-Jun,235lb,26,0,10.3,1.8,3.2,0.561,0,0.1,0,1.8,3.1,0.575,0.561,0.6,0.8,0.682,1.3,2.1,3.4,0.4,0.3,0.4,0.5,1,4.1
1178,Dave Fedor,6-Jun,190lb,7,,3.9,0.4,1.4,0.3,,,,0.4,1.4,0.3,0.3,0,0.1,0,,,0.9,0.1,,,,0.6,0.9
1179,Bob Feerick,3-Jun,190lb,221,,,4.9,13.5,0.362,,,,4.9,13.5,0.362,0.362,3.5,4.4,0.805,,,,2,,,,2.7,13.3
1180,Butch Feher,4-Jun,185lb,48,,10.1,1.8,3.4,0.531,,,,1.8,3.4,0.531,0.531,1.6,2.1,0.768,0.4,1.2,1.5,0.8,0.2,0.1,,1,5.2
1181,Jamie Feick,9-Jun,255lb,201,35,21.5,1.7,4.1,0.424,0.1,0.1,0.4,1.7,4,0.425,0.432,1,1.6,0.629,2.6,4.6,7.1,0.7,0.6,0.4,0.8,2.2,4.5
1182,Ron Feiereisel,3-Jun,185lb,10,,5.9,0.8,2.8,0.286,,,,0.8,2.8,0.286,0.286,1.4,1.6,0.875,,,0.6,0.6,,,,0.9,3
1183,George Feigenbaum,1-Jun,185lb,17,,15.8,1.1,4.6,0.228,,,,1.1,4.6,0.228,0.228,0.9,1.9,0.485,,,1.4,1.1,,,,1.7,3.1
1184,Dave Feitl,11-Jun,235lb,275,58,10.9,1.7,4,0.433,0,0,0,1.7,3.9,0.436,0.433,0.9,1.2,0.751,0.9,2.1,3,0.5,0.2,0.2,0.9,1.6,4.3
1185,Kay Felder,9-May,176lb,8,0,9.1,1,3.1,0.32,0,0.3,0,1,2.9,0.348,0.32,1,1.3,0.8,0.1,0.9,1,1.9,0,0.1,0.9,0.8,3
1186,Cristiano Felicio,10-Jun,275lb,45,4,10.5,1.2,2.5,0.505,0,0.1,0,1.2,2.4,0.523,0.505,0.7,1,0.696,1.2,2.2,3.4,0.7,0.2,0.4,0.4,1,3.2
1187,Carrick Felix,6-Jun,201lb,7,0,5.4,1,2,0.5,0.3,0.7,0.4,0.7,1.3,0.556,0.571,0.4,0.6,0.75,0.1,0.7,0.9,0.6,0,0,0.6,0.6,2.7
1188,Noel Felix,9-Jun,225lb,12,0,6.8,0.5,2.1,0.24,0.1,0.3,0.333,0.4,1.8,0.227,0.26,0.4,0.7,0.625,0.3,0.8,1.1,0.2,0.2,0.3,0.7,1.1,1.5
1189,Ray Felix,11-Jun,220lb,637,,23.8,3.8,9.2,0.412,,,,3.8,9.2,0.412,0.412,3.4,5,0.678,,,8.9,0.7,,,,3.8,10.9
1190,Raymond Felton,1-Jun,205lb,798,647,32.3,4.6,11.1,0.412,1,3,0.329,3.6,8.1,0.443,0.457,2,2.6,0.788,0.6,2.5,3.1,5.9,1.3,0.2,2.3,2.1,12.2
1191,Jake Fendley,Jun-00,180lb,103,,10,0.8,2.4,0.344,,,,0.8,2.4,0.344,0.344,1.1,1.5,0.742,,,1.2,0.9,,,,1.9,2.8
1192,Warren Fenley,3-Jun,190lb,33,,,0.9,4.2,0.225,,,,0.9,4.2,0.225,0.225,0.7,1.4,0.511,,,,0.5,,,,1.8,2.6
1193,Desmond Ferguson,7-Jun,203lb,7,0,4.6,0.7,1.7,0.417,0.4,1.1,0.375,0.3,0.6,0.5,0.542,0,0.3,0,0,0.6,0.6,0.1,0,0,0.1,0,1.9
1194,Rudy Fernandez,6-Jun,185lb,249,10,24,3,7.4,0.399,1.7,4.6,0.36,1.3,2.8,0.463,0.511,1.4,1.7,0.84,0.5,1.9,2.4,2.2,1,0.2,1.1,1.5,9.1
1195,Eric Fernsten,10-Jun,205lb,218,0,7.5,0.9,2,0.445,0,0,,0.9,2,0.445,0.445,0.6,0.9,0.675,0.7,1,1.7,0.4,0.2,0.2,0.4,0.8,2.4
1196,Al Ferrari,4-Jun,190lb,371,,20.4,2.4,6.4,0.368,,,,2.4,6.4,0.368,0.368,2.1,2.7,0.76,,,2.2,2.5,,,,2.7,6.8
